Title,Url,Price,ISBN-10,ISBN,Author,Format,Pages,Publisher,Language
The High-Rise Private Eyes #4: The Case of the Troublesome Turtle,https://bulkbookstore.com/the-high-rise-private-eyes-4-the-case-of-the-troublesome-turtle-9780060013233,4.99,0060013230,b'9780060013233',"Cynthia Rylant, G. Brian Karas",Paperback,48.0,"HarperCollins (April 16, 2002)",English
Celtic Daily Prayer (Prayers and Readings From the Northumbria Community),https://bulkbookstore.com/celtic-daily-prayer-prayers-and-readings-from-the-northumbria-community-9780060013240,32.99,0060013249,b'9780060013240',The Northumbria Community,Hardcover,848.0,"HarperCollins (February 19, 2002)",English
The Law at Randado,https://bulkbookstore.com/the-law-at-randado-9780060013493,8.99,0060013494,b'9780060013493',Elmore Leonard,Paperback,304.0,"HarperCollins (July 2, 2002)",English
Gunsights,https://bulkbookstore.com/gunsights-9780060013509,5.99,0060013508,b'9780060013509',Elmore Leonard,Paperback,320.0,"HarperCollins (September 3, 2002)",English
Beetle McGrady Eats Bugs!,https://bulkbookstore.com/beetle-mcgrady-eats-bugs-9780060013547,17.99,0060013540,b'9780060013547',"Megan McDonald, Jane Manning",Hardcover,32.0,"HarperCollins (March 29, 2005)",English
Five Boys (A Novel),https://bulkbookstore.com/five-boys-a-novel-9780060013950,13.99,0060013958,b'9780060013950',Mick Jackson,Paperback,288.0,"HarperCollins (July 1, 2003)",English
The Eve of Destruction (The Untold Story of the Yom Kippur War),https://bulkbookstore.com/the-eve-of-destruction-the-untold-story-of-the-yom-kippur-war-9780060014001,13.99,0060014008,b'9780060014001',Howard Blum,Paperback,384.0,"HarperCollins (October 5, 2004)",English
"The Greatest Stories Never Told (100 Tales from History to Astonish, Bewilder, and Stupefy)",https://bulkbookstore.com/the-greatest-stories-never-told-100-tales-from-history-to-astonish-bewilder-and-stupefy-9780060014018,19.99,0060014016,b'9780060014018',Rick Beyer,Hardcover,224.0,"HarperCollins (March 18, 2003)",English
My Stroke of Luck,https://bulkbookstore.com/my-stroke-of-luck-9780060014049,14.99,0060014040,b'9780060014049',Kirk Douglas,Paperback,192.0,"HarperCollins (January 7, 2003)",English
The Watson Dynasty (The Fiery Reign and Troubled Legacy of IBM's Founding Father and Son),https://bulkbookstore.com/the-watson-dynasty-the-fiery-reign-and-troubled-legacy-of-ibms-founding-father-and-son-9780060014063,16.99,0060014067,b'9780060014063',Richard S. Tedlow,Paperback,352.0,"HarperCollins (November 23, 2004)",English
Blindsided (Lifting a Life Above Illness: A Reluctant Memoir),https://bulkbookstore.com/blindsided-lifting-a-life-above-illness-a-reluctant-memoir-9780060014100,14.99,0060014105,b'9780060014100',Richard M. Cohen,Paperback,272.0,"HarperCollins (February 1, 2005)",English
"Augusta, Gone (A True Story)",https://bulkbookstore.com/augusta-gone-a-true-story-9780060014155,14.99,0060014156,b'9780060014155',Martha Tod Dudman,Paperback,256.0,"HarperCollins (April 2, 2002)",English
Calling Doctor Amelia Bedelia,https://bulkbookstore.com/calling-doctor-amelia-bedelia-9780060014216,16.99,0060014210,b'9780060014216',"Herman Parish, Lynn Sweat",Hardcover,64.0,"HarperCollins (July 23, 2002)",English
kids are worth it! Revised Edition (Giving Your Child the Gift of Inner Discipline),https://bulkbookstore.com/kids-are-worth-it-revised-edition-giving-your-child-the-gift-of-inner-discipline-9780060014315,16.99,0060014318,b'9780060014315',Barbara Coloroso,Paperback,352.0,"HarperCollins (August 20, 2002)",English
In the Wake of the Plague (The Black Death and the World It Made),https://bulkbookstore.com/in-the-wake-of-the-plague-the-black-death-and-the-world-it-made-9780060014346,13.99,0060014342,b'9780060014346',Norman F. Cantor,Paperback,272.0,"HarperCollins (April 16, 2002)",English
The Wizard Mouse,https://bulkbookstore.com/the-wizard-mouse-9780060080662,16.99,0060080663,b'9780060080662',"Dean Morrissey, Dean Morrissey, Stephen Krensky",Hardcover,32.0,"HarperCollins (October 4, 2011)",English
After,https://bulkbookstore.com/after-9780060080839,9.99,0060080833,b'9780060080839',Francine Prose,Paperback,352.0,"HarperCollins (May 11, 2004)",English
The Stepford Wives,https://bulkbookstore.com/the-stepford-wives-9780060080846,14.99,0060080841,b'9780060080846',Ira Levin,Paperback,144.0,"HarperCollins (July 23, 2002)",English
Guided Tours of Hell (Novellas),https://bulkbookstore.com/guided-tours-of-hell-novellas-9780060080853,14.95,006008085X,b'9780060080853',Francine Prose,Paperback,256.0,"HarperCollins (September 3, 2002)",English
"Good Driving, Amelia Bedelia",https://bulkbookstore.com/good-driving-amelia-bedelia-9780060080921,4.99,0060080922,b'9780060080921',"Herman Parish, Lynn Sweat",Paperback,48.0,"HarperCollins (April 16, 2002)",English
HarperCollins Treasury of Picture Book Classics (A Child's First Collection),https://bulkbookstore.com/harpercollins-treasury-of-picture-book-classics-a-childs-first-collection-9780060080945,35.0,0060080949,b'9780060080945',"Various, Various",Hardcover,448.0,"HarperCollins (October 15, 2002)",English
"The Dance of Fear (Rising Above Anxiety, Fear, and Shame to Be Your Best and Bravest Self)",https://bulkbookstore.com/the-dance-of-fear-rising-above-anxiety-fear-and-shame-to-be-your-best-and-bravest-self-9780060081584,15.99,0060081589,b'9780060081584',Harriet Lerner,Paperback,256.0,"HarperCollins (May 3, 2005)",English
The Second Coming of Lucy Hatch,https://bulkbookstore.com/the-second-coming-of-lucy-hatch-9780060081669,13.95,006008166X,b'9780060081669',Marsha Moyer,Paperback,320.0,"HarperCollins (May 27, 2003)",English
Mary Engelbreit's Mother Goose (One Hundred Best-Loved Verses),https://bulkbookstore.com/mary-engelbreits-mother-goose-one-hundred-best-loved-verses-9780060081713,19.99,0060081716,b'9780060081713',"Mary Engelbreit, Mary Engelbreit",Hardcover,128.0,"HarperCollins (September 20, 2005)",English
Queen of Hearts,https://bulkbookstore.com/queen-of-hearts-9780060081836,6.99,006008183X,b'9780060081836',"Mary Engelbreit, Mary Engelbreit",Paperback,32.0,"HarperCollins (November 25, 2008)",English
Queen of Halloween,https://bulkbookstore.com/queen-of-halloween-9780060081904,17.99,0060081902,b'9780060081904',"Mary Engelbreit, Mary Engelbreit",Hardcover,32.0,"HarperCollins (July 1, 2008)",English
Courting Trouble,https://bulkbookstore.com/courting-trouble-9780060081935,26.95,0060081937,b'9780060081935',Lisa Scottoline,Paperback,496.0,"HarperCollins (May 21, 2002)",English
Once Upon a Town (The Miracle of the North Platte Canteen),https://bulkbookstore.com/once-upon-a-town-the-miracle-of-the-north-platte-canteen-9780060081973,16.99,006008197X,b'9780060081973',Bob Greene,Paperback,288.0,"HarperCollins (May 6, 2003)",English
The Fall of Advertising and the Rise of PR,https://bulkbookstore.com/the-fall-of-advertising-and-the-rise-of-pr-9780060081997,14.99,0060081996,b'9780060081997',"Al Ries, Laura Ries",Paperback,320.0,"HarperCollins (May 11, 2004)",English
Thyroid Power (Ten Steps to Total Health),https://bulkbookstore.com/thyroid-power-ten-steps-to-total-health-9780060082222,14.99,0060082224,b'9780060082222',"Richard Shames, Karilee H. Shames",Paperback,336.0,"HarperCollins (May 28, 2002)",English
Three Little Pigs,https://bulkbookstore.com/three-little-pigs-9780060082369,6.99,0060082364,b'9780060082369',"Public Domain, Thea Kliros",Board Book,20.0,"HarperCollins (April 29, 2003)",English
Three Billy Goats Gruff,https://bulkbookstore.com/three-billy-goats-gruff-9780060082376,6.99,0060082372,b'9780060082376',"Public Domain, Thea Kliros",Board Book,20.0,"HarperCollins (April 29, 2003)",English
Edgewater (Poems),https://bulkbookstore.com/edgewater-poems-9780060082536,14.99,0060082534,b'9780060082536',Ruth L. Schwartz,Paperback,128.0,"HarperCollins (July 23, 2002)",English
The Receiving (Reclaiming Jewish Women's Wisdom),https://bulkbookstore.com/the-receiving-reclaiming-jewish-womens-wisdom-9780060082710,13.95,0060082712,b'9780060082710',Tirzah Firestone,Paperback,288.0,"HarperCollins (January 6, 2004)",English
Gallows Thief (A Novel),https://bulkbookstore.com/gallows-thief-a-novel-9780060082741,16.99,0060082747,b'9780060082741',Bernard Cornwell,Paperback,320.0,"HarperCollins (May 10, 2005)",English
Some of My Best Friends (Writings on Interracial Friendships),https://bulkbookstore.com/some-of-my-best-friends-writings-on-interracial-friendships-9780060082772,14.99,0060082771,b'9780060082772',Emily Bernard,Paperback,240.0,"HarperCollins (June 28, 2005)",English
Should America Pay? (Slavery and the Raging Debate on Reparations),https://bulkbookstore.com/should-america-pay-slavery-and-the-raging-debate-on-reparations-9780060083113,14.99,0060083115,b'9780060083113',Raymond Winbush,Paperback,448.0,"HarperCollins (August 5, 2003)",English
How to Cook  Revised Edition (An Easy and Imaginative Guide for the Beginner),https://bulkbookstore.com/how-to-cook-revised-edition-an-easy-and-imaginative-guide-for-the-beginner-9780060083915,15.99,0060083913,b'9780060083915',Raymond Sokolov,Paperback,320.0,"HarperCollins (May 4, 2004)",English
The Hunted,https://bulkbookstore.com/the-hunted-9780060084066,7.99,0060084065,b'9780060084066',Elmore Leonard,Paperback,336.0,"HarperCollins (January 28, 2003)",English
"The Holistic Pediatrician (Second Edition) (A Pediatrician's Comprehensive Guide to Safe and Effective Therapies for the 25 Most Common Ailments of Infants, Children, and Adolescents)",https://bulkbookstore.com/the-holistic-pediatrician-second-edition-a-pediatricians-comprehensive-guide-to-safe-and-effective-therapies-for-the-25-most-common-ailments-of-infants-children-and-adolescents-9780060084271,22.99,0060084278,b'9780060084271',Kathi J. Kemper,Paperback,448.0,"HarperCollins (August 6, 2002)",English
"When Children Grieve (For Adults to Help Children Deal with Death, Divorce, Pet Loss, Moving, and Other Losses)",https://bulkbookstore.com/when-children-grieve-for-adults-to-help-children-deal-with-death-divorce-pet-loss-moving-and-other-losses-9780060084295,16.99,0060084294,b'9780060084295',"John W. James, Russell Friedman, Dr. Leslie Matthews",Paperback,288.0,"HarperCollins (June 4, 2002)",English
The Myth of the Great War (A New Military History of World War I),https://bulkbookstore.com/the-myth-of-the-great-war-a-new-military-history-of-world-war-i-9780060084332,15.99,0060084332,b'9780060084332',"John Mosier, Ltd. Literary Agency East",Paperback,400.0,"HarperCollins (July 30, 2002)",English
In Open Spaces,https://bulkbookstore.com/in-open-spaces-9780060084349,14.99,0060084340,b'9780060084349',Russell Rowland,Paperback,384.0,"HarperCollins (June 4, 2002)",English
Somewhere South of Here (A Novel),https://bulkbookstore.com/somewhere-south-of-here-a-novel-9780060084370,14.99,0060084375,b'9780060084370',William Kowalski,Paperback,304.0,"HarperCollins (May 28, 2002)",English
Bread Alone (A Novel),https://bulkbookstore.com/bread-alone-a-novel-9780060084400,15.99,0060084405,b'9780060084400',Judith R. Hendricks,Paperback,368.0,"HarperCollins (May 28, 2002)",English
The Shape of Things to Come (A Novel),https://bulkbookstore.com/the-shape-of-things-to-come-a-novel-9780060084417,12.95,0060084413,b'9780060084417',Maud Casey,Paperback,272.0,"HarperCollins (July 23, 2002)",English
A Visionary Nation (Four Centuries of American Dreams and What Lies Ahead),https://bulkbookstore.com/a-visionary-nation-four-centuries-of-american-dreams-and-what-lies-ahead-9780060084424,14.99,0060084421,b'9780060084424',Zachary Karabell,Paperback,256.0,"HarperCollins (June 18, 2002)",English
The Healthy Heart Miracle (Your Roadmap to Lifelong Health),https://bulkbookstore.com/the-healthy-heart-miracle-your-roadmap-to-lifelong-health-9780060084486,15.99,0060084480,b'9780060084486',Gabe Mirkin,Paperback,288.0,"HarperCollins (January 4, 2005)",English
"How to Shoot a Feature Film for Under $10,000 (And Not Go To Jail)",https://bulkbookstore.com/how-to-shoot-a-feature-film-for-under-10-000-and-not-go-to-jail-9780060084677,14.99,0060084677,b'9780060084677',Bret Stern,Paperback,320.0,"HarperCollins (August 20, 2002)",English
Salt (Grain of Life),https://bulkbookstore.com/salt-grain-of-life-9780060084684,15.99,0060084685,b'9780060084684',Pierre Laszlo,Paperback,224.0,"HarperCollins (June 4, 2002)",English
Never (Poems),https://bulkbookstore.com/never-poems-9780060084721,14.99,0060084723,b'9780060084721',Jorie Graham,Paperback,128.0,"HarperCollins (March 4, 2003)",English
Blockbusters (The Five Keys to Developing GREAT New Products),https://bulkbookstore.com/blockbusters-the-five-keys-to-developing-great-new-products-9780060084745,15.99,006008474X,b'9780060084745',"Gary S. Lynn, Richard R. Reilly",Paperback,272.0,"HarperCollins (August 14, 2003)",English
"The Dream (Martin Luther King, Jr., and the Speech that Inspired a Nation)",https://bulkbookstore.com/the-dream-martin-luther-king-jr-and-the-speech-that-inspired-a-nation-9780060084776,13.99,0060084774,b'9780060084776',Drew Hansen,Paperback,312.0,"HarperCollins (February 1, 2005)",English
Charmed Lives (A Family Romance),https://bulkbookstore.com/charmed-lives-a-family-romance-9780060085568,16.99,0060085568,b'9780060085568',Michael Korda,Paperback,512.0,"HarperCollins (May 14, 2002)",English
One Candle,https://bulkbookstore.com/one-candle-9780060085605,7.99,0060085606,b'9780060085605',"Eve Bunting, K. Wendy Popp",Paperback,40.0,"HarperCollins (September 21, 2004)",English
Frida (A Biography of Frida Kahlo),https://bulkbookstore.com/frida-a-biography-of-frida-kahlo-9780060085896,24.99,0060085894,b'9780060085896',Hayden Herrera,Paperback,528.0,"HarperCollins (October 1, 2002)",English
The RealAge Diet (Make Yourself Younger with What You Eat),https://bulkbookstore.com/the-realage-diet-make-yourself-younger-with-what-you-eat-9780060086121,13.95,0060086122,b'9780060086121',"Michael F. Roizen, John La Puma",Paperback,400.0,"HarperCollins (June 4, 2002)",English
Commodore Perry in the Land of the Shogun,https://bulkbookstore.com/commodore-perry-in-the-land-of-the-shogun-9780060086251,9.99,0060086254,b'9780060086251',Rhoda Blumberg,Paperback,144.0,"HarperCollins (January 21, 2003)",English
Filthy Rich,https://bulkbookstore.com/filthy-rich-9780060086381,14.99,0060086386,b'9780060086381',Dorothy Samuels,Paperback,240.0,"HarperCollins (June 18, 2002)",English
"El le\xc3\xb3n, la bruja y el ropero (The Lion, the Witch and the Wardrobe (Spanish edition))",https://bulkbookstore.com/the-lion-the-witch-and-the-wardrobe-spanish-edition-el-leon-la-bruja-y-el-ropero-9780060086619,9.99,0060086610,b'9780060086619',"C. S. Lewis, Pauline Baynes",Paperback,208.0,"HarperCollins (October 1, 2002)",Spanish
Scimitar SL-2,https://bulkbookstore.com/scimitar-sl-2-9780060086657,7.99,0060086653,b'9780060086657',Patrick Robinson,Paperback,464.0,"HarperCollins (April 26, 2005)",English
Shattered Love (A Memoir),https://bulkbookstore.com/shattered-love-a-memoir-9780060087449,16.99,0060087447,b'9780060087449',Richard Chamberlain,Paperback,272.0,"HarperCollins (May 4, 2004)",English
On the Run (An Angler's Journey Down the Striper Coast),https://bulkbookstore.com/on-the-run-an-anglers-journey-down-the-striper-coast-9780060087463,14.99,0060087463,b'9780060087463',David DiBenedetto,Paperback,256.0,"HarperCollins (September 14, 2004)",English
Remarkable Changes (Turning Life's Challenges into Opportunities),https://bulkbookstore.com/remarkable-changes-turning-lifes-challenges-into-opportunities-9780060087487,15.99,006008748X,b'9780060087487',Jane Seymour,Paperback,240.0,"HarperCollins (July 6, 2004)",English
French Food at Home,https://bulkbookstore.com/french-food-at-home-9780060087722,15.99,0060087722,b'9780060087722',Laura Calder,Paperback,240.0,"HarperCollins (July 5, 2005)",English
Spanglish (The Making of a New American Language),https://bulkbookstore.com/spanglish-the-making-of-a-new-american-language-9780060087760,16.99,0060087765,b'9780060087760',Ilan Stavans,Paperback,288.0,"HarperCollins (August 3, 2004)",English
The Other Diabetes (Living And Eating Well With Type 2 Diabetes),https://bulkbookstore.com/the-other-diabetes-living-and-eating-well-with-type-2-diabetes-9780060088132,14.99,0060088133,b'9780060088132',Elizabeth N. Hiser,Paperback,256.0,"HarperCollins (June 4, 2002)",English
"Jump, Frog, Jump! Board Book",https://bulkbookstore.com/jump-frog-jump-board-book-9780060088194,8.99,0060088192,b'9780060088194',"Robert Kalan, Byron Barton",Board Book,34.0,"HarperCollins (March 18, 2003)",English
The Good Book (Reading the Bible with Mind and Heart),https://bulkbookstore.com/the-good-book-reading-the-bible-with-mind-and-heart-9780060088309,16.99,0060088303,b'9780060088309',Peter J. Gomes,Paperback,400.0,"HarperCollins (April 30, 2002)",English
